Full Name,Date,State,Negative Impact,% SB having decrease in revenue,Approx. Mean Revenue,% SB close for at least one day,% SB having disruptions in supply chain,% SB shift production/services,% SB only do pickup/delivery,Approx. Days Til Normal,% SB having decrease in paid employee,% SB having decrease in paid employee work hours,Approx. Days Cash on Hand Can Cover,% SB missed loan payment,% SB missed other scheduled payment,% SB requested financial assistance from PPP,% SB received financial assistance from PPP,% SB not received financial assistance from Federal program
Mississippi,2020-06-06,MS,79.5,0.39899999999999997,124876.0,0.179,0.47200000000000003,,0.076,235.00500000000002,,0.203,60.202,,0.14400000000000002,0.794,0.7859999999999999,0.14800000000000002
Montana,2020-06-06,MT,77.0,0.413,36646.0,0.174,0.405,,,180.20999999999998,0.111,0.185,56.50399999999999,,0.091,0.6759999999999999,0.653,0.298
North Carolina,2020-06-06,NC,83.39999999999999,0.486,98454.0,0.171,0.35200000000000004,0.053,0.07,269.94000000000005,0.105,0.22899999999999998,68.26549999999999,0.051,0.10400000000000001,0.7340000000000001,0.7040000000000001,0.265
North Dakota,2020-06-06,ND,78.8,0.475,17262.75,0.207,0.325,,,158.19,0.145,0.354,36.581999999999994,,,0.76,0.727,0.22
Nebraska,2020-06-06,NE,85.3,0.45399999999999996,138587.5,0.135,0.35700000000000004,,0.107,165.18,0.066,0.2,49.849999999999994,,0.092,0.8340000000000001,0.847,0.139
New Hampshire,2020-06-06,NH,84.00000000000001,0.493,83599.5,0.218,0.313,,0.094,258.40500000000003,0.165,0.252,64.976,,0.156,0.777,0.76,0.222
New Jersey,2020-06-06,NJ,87.60000000000001,0.557,107203.25,0.34299999999999997,0.377,0.057,0.139,294.28499999999997,0.139,0.27,75.32549999999999,0.069,0.231,0.741,0.6920000000000001,0.249
New Mexico,2020-06-06,NM,79.5,0.478,56899.75,0.29600000000000004,0.368,0.078,0.124,245.83500000000004,0.184,0.29600000000000004,70.77,,0.156,0.5820000000000001,0.537,0.406
Nevada,2020-06-06,NV,81.1,0.513,107667.25,0.298,0.33799999999999997,,0.086,285.59999999999997,0.159,0.257,76.77449999999999,0.043,0.147,0.737,0.674,0.3
New York,2020-06-06,NY,86.5,0.5870000000000001,96416.0,0.424,0.39,0.061,0.132,284.745,0.19699999999999998,0.304,81.10750000000002,0.07200000000000001,0.24,0.745,0.713,0.235
Ohio,2020-06-06,OH,80.10000000000001,0.498,118869.25,0.161,0.344,0.047,0.062,258.345,0.14,0.275,90.388,0.048,0.11900000000000001,0.802,0.772,0.187
Oklahoma,2020-06-06,OK,81.69999999999999,0.484,101039.25,0.168,0.322,0.039,0.064,233.88,0.07,0.161,57.4795,0.062,0.1,0.7659999999999999,0.753,0.20600000000000002
Oregon,2020-06-06,OR,81.5,0.51,114034.5,0.242,0.39,0.067,0.091,280.125,0.098,0.249,94.64900000000002,0.063,0.142,0.6940000000000001,0.664,0.27899999999999997
Pennsylvania,2020-06-06,PA,80.5,0.496,111971.0,0.327,0.34299999999999997,0.040999999999999995,0.13,270.46500000000003,0.152,0.26,84.758,0.054000000000000006,0.166,0.7759999999999999,0.746,0.20199999999999999
Rhode Island,2020-06-06,RI,80.89999999999999,0.55,65557.5,0.282,0.35200000000000004,,,180.09,,0.20199999999999999,43.55200000000001,,0.11900000000000001,0.655,0.649,0.293
South Carolina,2020-06-06,SC,73.49999999999999,0.545,104744.0,0.168,0.35600000000000004,0.049,0.098,234.735,0.07200000000000001,0.221,60.38449999999999,0.045,0.114,0.7040000000000001,0.6679999999999999,0.3
South Dakota,2020-06-06,SD,71.10000000000001,0.396,20980.0,0.149,0.243,,,167.24999999999997,,0.185,63.1445,,,0.7070000000000001,0.6859999999999999,0.27399999999999997
Tennessee,2020-06-06,TN,76.1,0.46399999999999997,127342.5,0.17,0.354,0.053,0.077,264.80999999999995,0.09699999999999999,0.22899999999999998,62.101,0.069,0.107,0.772,0.752,0.2
Texas,2020-06-06,TX,80.6,0.505,120921.0,0.207,0.349,0.055,0.094,273.33000000000004,0.11599999999999999,0.256,87.03300000000002,0.05,0.147,0.759,0.723,0.244
Utah,2020-06-06,UT,71.2,0.436,111614.25,0.145,0.344,0.044000000000000004,0.05,257.415,0.07400000000000001,0.23800000000000002,70.40950000000001,,0.07,0.7,0.6859999999999999,0.29100000000000004
Virginia,2020-06-06,VA,76.3,0.429,123268.0,0.23600000000000002,0.354,0.036000000000000004,0.1,260.38500000000005,0.109,0.248,88.16850000000001,0.047,0.122,0.7240000000000001,0.679,0.28
Vermont,2020-06-06,VT,89.1,0.485,44311.0,0.337,0.409,,0.132,195.67499999999998,0.196,0.326,61.6285,,0.10400000000000001,0.632,0.621,0.297
Washington,2020-06-06,WA,83.29999999999998,0.556,98879.25,0.294,0.325,0.059000000000000004,0.10099999999999999,270.46500000000003,0.153,0.29600000000000004,97.9365,0.063,0.156,0.7070000000000001,0.65,0.285
Wisconsin,2020-06-06,WI,78.99999999999999,0.446,105983.75,0.188,0.38799999999999996,0.04,0.09,246.315,0.132,0.249,63.4015,0.040999999999999995,0.121,0.772,0.759,0.203
West Virginia,2020-06-06,WV,87.7,0.509,76845.0,0.141,0.373,,,166.74,,0.222,43.733999999999995,,,0.7979999999999999,0.77,0.20800000000000002
Wyoming,2020-06-06,WY,85.3,0.361,23745.0,0.142,0.33399999999999996,,,278.94,,0.297,43.02600000000001,,,0.6579999999999999,0.625,0.337
